sample_id,dataset,censoring_rate,unit_id,anchor_time,duration,event,event_type,horizon_1,horizon_2,horizon_3,horizon_4,static_feature_1,static_feature_2,seq_feature_mean_1,seq_feature_std_1,seq_feature_last_1,missing_rate,padding_rate,source_frame
sample_0001,cmapss_fd004,0.3,unit_0001,50,292,1,1,24,72,168,336,0,0,24.75188,14.652416,9.9997,0,0,cmapss_fd004_0p3_frame.npz
sample_0002,cmapss_fd004,0.3,unit_0002,6,1,0,0,24,72,168,336,0,0,17.834583,13.419776,10.0018,0.7,0.7,cmapss_fd004_0p3_frame.npz
sample_0003,cmapss_fd004,0.3,unit_0003,190,132,0,0,24,72,168,336,0,0,25.65286,17.165518,42.002602,0,0,cmapss_fd004_0p3_frame.npz
sample_0004,cmapss_fd004,0.3,unit_0004,230,2,1,1,24,72,168,336,0,0,26.75175,12.716019,34.999599,0,0,cmapss_fd004_0p3_frame.npz
sample_0005,cmapss_fd004,0.3,unit_0005,240,104,1,1,24,72,168,336,0,0,28.702795,13.274483,35.004501,0,0,cmapss_fd004_0p3_frame.npz
sample_0006,cmapss_fd004,0.3,unit_0006,130,60,1,1,24,72,168,336,0,0,25.95213,16.439652,25.0009,0,0,cmapss_fd004_0p3_frame.npz
sample_0007,cmapss_fd004,0.3,unit_0007,95,284,1,1,24,72,168,336,0,0,28.60198,13.918495,35.002201,0,0,cmapss_fd004_0p3_frame.npz
sample_0008,cmapss_fd004,0.3,unit_0008,80,247,1,1,24,72,168,336,0,0,21.4037,14.912083,10.0059,0,0,cmapss_fd004_0p3_frame.npz
sample_0009,cmapss_fd004,0.3,unit_0009,170,7,1,1,24,72,168,336,0,0,19.052525,14.507781,42.0037,0,0,cmapss_fd004_0p3_frame.npz
sample_0010,cmapss_fd004,0.3,unit_0010,105,150,1,1,24,72,168,336,0,0,25.401405,10.962012,24.999201,0,0,cmapss_fd004_0p3_frame.npz
sample_0011,cmapss_fd004,0.3,unit_0011,185,178,1,1,24,72,168,336,0,0,31.5535,11.020409,42.0009,0,0,cmapss_fd004_0p3_frame.npz
sample_0012,cmapss_fd004,0.3,unit_0012,195,130,0,0,24,72,168,336,0,0,27.45306,14.323128,9.9997,0,0,cmapss_fd004_0p3_frame.npz
sample_0013,cmapss_fd004,0.3,unit_0013,30,178,1,1,24,72,168,336,0,0,29.50215,16.023225,42.002899,0,0,cmapss_fd004_0p3_frame.npz
sample_0014,cmapss_fd004,0.3,unit_0014,145,21,1,1,24,72,168,336,0,0,23.50233,15.850725,42.001202,0,0,cmapss_fd004_0p3_frame.npz
sample_0015,cmapss_fd004,0.3,unit_0015,295,171,1,1,24,72,168,336,0,0,20.8019,14.299154,20.000401,0,0,cmapss_fd004_0p3_frame.npz
sample_0016,cmapss_fd004,0.3,unit_0016,180,63,1,1,24,72,168,336,0,0,22.35317,15.441152,0.0027,0,0,cmapss_fd004_0p3_frame.npz
sample_0017,cmapss_fd004,0.3,unit_0017,25,486,1,1,24,72,168,336,0,0,18.702815,12.911711,41.9981,0,0,cmapss_fd004_0p3_frame.npz
sample_0018,cmapss_fd004,0.3,unit_0018,180,92,0,0,24,72,168,336,0,0,27.50278,12.031026,25.0021,0,0,cmapss_fd004_0p3_frame.npz
sample_0019,cmapss_fd004,0.3,unit_0019,95,16,0,0,24,72,168,336,0,0,22.152465,13.358648,20.004999,0,0,cmapss_fd004_0p3_frame.npz
sample_0020,cmapss_fd004,0.3,unit_0020,150,124,1,1,24,72,168,336,0,0,23.40246,15.007331,41.999599,0,0,cmapss_fd004_0p3_frame.npz
sample_0021,cmapss_fd004,0.3,unit_0021,90,108,1,1,24,72,168,336,0,0,17.70379,12.374335,10.0054,0,0,cmapss_fd004_0p3_frame.npz
sample_0022,cmapss_fd004,0.3,unit_0022,145,110,1,1,24,72,168,336,0,0,22.653495,14.783738,25.0072,0,0,cmapss_fd004_0p3_frame.npz
sample_0023,cmapss_fd004,0.3,unit_0023,20,106,0,0,24,72,168,336,0,0,29.80206,13.418714,35.0005,0,0,cmapss_fd004_0p3_frame.npz
sample_0024,cmapss_fd004,0.3,unit_0024,110,206,1,1,24,72,168,336,0,0,30.403355,13.86163,35.002499,0,0,cmapss_fd004_0p3_frame.npz
sample_0025,cmapss_fd004,0.3,unit_0025,325,140,1,1,24,72,168,336,0,0,25.403025,13.879901,20.0042,0,0,cmapss_fd004_0p3_frame.npz
