sample_id,dataset,censoring_rate,unit_id,anchor_time,duration,event,event_type,horizon_1,horizon_2,horizon_3,horizon_4,static_feature_1,static_feature_2,seq_feature_mean_1,seq_feature_std_1,seq_feature_last_1,missing_rate,padding_rate,source_frame
sample_0001,cmapss_fd001,0.3,unit_0001,30,186,1,1,24,72,168,336,0,0,-0.00049,0.002515,-0.0006,0,0,cmapss_fd001_0p3_frame.npz
sample_0002,cmapss_fd001,0.3,unit_0002,140,153,1,1,24,72,168,336,0,0,0.000415,0.002078,0.0047,0,0,cmapss_fd001_0p3_frame.npz
sample_0003,cmapss_fd001,0.3,unit_0003,160,126,1,1,24,72,168,336,0,0,0.000325,0.002321,-0.0001,0,0,cmapss_fd001_0p3_frame.npz
sample_0004,cmapss_fd001,0.3,unit_0004,70,160,1,1,24,72,168,336,0,0,-0.00031,0.002504,-0.0043,0,0,cmapss_fd001_0p3_frame.npz
sample_0005,cmapss_fd001,0.3,unit_0005,25,175,1,1,24,72,168,336,0,0,-0.00025,0.001894,0.0018,0,0,cmapss_fd001_0p3_frame.npz
sample_0006,cmapss_fd001,0.3,unit_0006,125,151,1,1,24,72,168,336,0,0,-0.00073,0.001801,-0.0014,0,0,cmapss_fd001_0p3_frame.npz
sample_0007,cmapss_fd001,0.3,unit_0007,25,142,0,0,24,72,168,336,0,0,-0.000225,0.002208,-0.0025,0,0,cmapss_fd001_0p3_frame.npz
sample_0008,cmapss_fd001,0.3,unit_0008,60,157,1,1,24,72,168,336,0,0,-0.00025,0.002065,0.0002,0,0,cmapss_fd001_0p3_frame.npz
sample_0009,cmapss_fd001,0.3,unit_0009,90,102,1,1,24,72,168,336,0,0,-0.000735,0.00244,-0.0014,0,0,cmapss_fd001_0p3_frame.npz
sample_0010,cmapss_fd001,0.3,unit_0010,225,32,1,1,24,72,168,336,0,0,-0.00054,0.001878,0.0001,0,0,cmapss_fd001_0p3_frame.npz
sample_0011,cmapss_fd001,0.3,unit_0011,185,31,1,1,24,72,168,336,0,0,-0.000125,0.00262,0.0042,0,0,cmapss_fd001_0p3_frame.npz
sample_0012,cmapss_fd001,0.3,unit_0012,30,229,1,1,24,72,168,336,0,0,-0.00074,0.00264,-0.0016,0,0,cmapss_fd001_0p3_frame.npz
sample_0013,cmapss_fd001,0.3,unit_0013,135,78,1,1,24,72,168,336,0,0,0.000355,0.002069,0.0021,0,0,cmapss_fd001_0p3_frame.npz
sample_0014,cmapss_fd001,0.3,unit_0014,190,5,0,0,24,72,168,336,0,0,-0.00071,0.002344,0.0028,0,0,cmapss_fd001_0p3_frame.npz
sample_0015,cmapss_fd001,0.3,unit_0015,160,6,1,1,24,72,168,336,0,0,0.00002,0.001518,-0.0015,0,0,cmapss_fd001_0p3_frame.npz
sample_0016,cmapss_fd001,0.3,unit_0016,85,100,1,1,24,72,168,336,0,0,0.00067,0.001996,-0.0011,0,0,cmapss_fd001_0p3_frame.npz
sample_0017,cmapss_fd001,0.3,unit_0017,55,176,1,1,24,72,168,336,0,0,0.00001,0.0022,0.001,0,0,cmapss_fd001_0p3_frame.npz
sample_0018,cmapss_fd001,0.3,unit_0018,30,55,0,0,24,72,168,336,0,0,0.000575,0.002421,-0.0004,0,0,cmapss_fd001_0p3_frame.npz
sample_0019,cmapss_fd001,0.3,unit_0019,50,95,1,1,24,72,168,336,0,0,-0.001115,0.001755,-0.001,0,0,cmapss_fd001_0p3_frame.npz
sample_0020,cmapss_fd001,0.3,unit_0020,60,110,1,1,24,72,168,336,0,0,-0.00016,0.002349,-0.0017,0,0,cmapss_fd001_0p3_frame.npz
sample_0021,cmapss_fd001,0.3,unit_0021,75,18,0,0,24,72,168,336,0,0,-0.0003,0.002024,-0.0002,0,0,cmapss_fd001_0p3_frame.npz
sample_0022,cmapss_fd001,0.3,unit_0022,130,58,1,1,24,72,168,336,0,0,-0.00031,0.002328,-0.0021,0,0,cmapss_fd001_0p3_frame.npz
sample_0023,cmapss_fd001,0.3,unit_0023,60,161,1,1,24,72,168,336,0,0,0.000065,0.001773,0.002,0,0,cmapss_fd001_0p3_frame.npz
sample_0024,cmapss_fd001,0.3,unit_0024,55,160,1,1,24,72,168,336,0,0,-0.000355,0.002135,-0.001,0,0,cmapss_fd001_0p3_frame.npz
sample_0025,cmapss_fd001,0.3,unit_0025,150,15,1,1,24,72,168,336,0,0,-0.000275,0.001924,-0.0023,0,0,cmapss_fd001_0p3_frame.npz
sample_0026,cmapss_fd001,0.3,unit_0026,85,173,1,1,24,72,168,336,0,0,0.000105,0.001865,0.0011,0,0,cmapss_fd001_0p3_frame.npz
sample_0027,cmapss_fd001,0.3,unit_0027,180,33,1,1,24,72,168,336,0,0,0.00055,0.001848,0.003,0,0,cmapss_fd001_0p3_frame.npz
sample_0028,cmapss_fd001,0.3,unit_0028,45,162,1,1,24,72,168,336,0,0,0.000435,0.00246,-0.0002,0,0,cmapss_fd001_0p3_frame.npz
sample_0029,cmapss_fd001,0.3,unit_0029,35,19,0,0,24,72,168,336,0,0,-0.00058,0.001906,-0.0007,0,0,cmapss_fd001_0p3_frame.npz
sample_0030,cmapss_fd001,0.3,unit_0030,20,342,1,1,24,72,168,336,0,0,-0.000405,0.002003,-0.0005,0,0,cmapss_fd001_0p3_frame.npz
sample_0031,cmapss_fd001,0.3,unit_0031,135,206,1,1,24,72,168,336,0,0,0.00004,0.002276,-0.0015,0,0,cmapss_fd001_0p3_frame.npz
sample_0032,cmapss_fd001,0.3,unit_0032,100,87,0,0,24,72,168,336,0,0,0.00009,0.002059,0.0016,0,0,cmapss_fd001_0p3_frame.npz
sample_0033,cmapss_fd001,0.3,unit_0033,70,129,1,1,24,72,168,336,0,0,-0.000425,0.002436,-0.0009,0,0,cmapss_fd001_0p3_frame.npz
sample_0034,cmapss_fd001,0.3,unit_0034,20,188,1,1,24,72,168,336,0,0,-0.000215,0.002417,0,0,0,cmapss_fd001_0p3_frame.npz
sample_0035,cmapss_fd001,0.3,unit_0035,75,45,0,0,24,72,168,336,0,0,-0.000035,0.00225,0.0044,0,0,cmapss_fd001_0p3_frame.npz
sample_0036,cmapss_fd001,0.3,unit_0036,50,32,0,0,24,72,168,336,0,0,-0.00019,0.002497,-0.0012,0,0,cmapss_fd001_0p3_frame.npz
sample_0037,cmapss_fd001,0.3,unit_0037,110,117,1,1,24,72,168,336,0,0,-0.00068,0.002152,0.0018,0,0,cmapss_fd001_0p3_frame.npz
sample_0038,cmapss_fd001,0.3,unit_0038,95,145,1,1,24,72,168,336,0,0,-0.00073,0.001955,-0.0035,0,0,cmapss_fd001_0p3_frame.npz
sample_0039,cmapss_fd001,0.3,unit_0039,40,153,1,1,24,72,168,336,0,0,0.000115,0.002449,-0.0033,0,0,cmapss_fd001_0p3_frame.npz
sample_0040,cmapss_fd001,0.3,unit_0040,35,145,1,1,24,72,168,336,0,0,0.00032,0.002597,0.0031,0,0,cmapss_fd001_0p3_frame.npz
sample_0041,cmapss_fd001,0.3,unit_0041,35,231,1,1,24,72,168,336,0,0,-0.00078,0.002471,0.0004,0,0,cmapss_fd001_0p3_frame.npz
sample_0042,cmapss_fd001,0.3,unit_0042,90,128,1,1,24,72,168,336,0,0,-0.00012,0.001954,-0.0027,0,0,cmapss_fd001_0p3_frame.npz
sample_0043,cmapss_fd001,0.3,unit_0043,40,112,0,0,24,72,168,336,0,0,0.00012,0.002284,-0.0015,0,0,cmapss_fd001_0p3_frame.npz
sample_0044,cmapss_fd001,0.3,unit_0044,40,69,0,0,24,72,168,336,0,0,-0.00079,0.002444,0.003,0,0,cmapss_fd001_0p3_frame.npz
sample_0045,cmapss_fd001,0.3,unit_0045,40,129,0,0,24,72,168,336,0,0,0.000055,0.002001,-0.0049,0,0,cmapss_fd001_0p3_frame.npz
sample_0046,cmapss_fd001,0.3,unit_0046,260,27,1,1,24,72,168,336,0,0,-0.00025,0.00237,0.0027,0,0,cmapss_fd001_0p3_frame.npz
sample_0047,cmapss_fd001,0.3,unit_0047,155,74,1,1,24,72,168,336,0,0,0.00045,0.001713,0.0002,0,0,cmapss_fd001_0p3_frame.npz
sample_0048,cmapss_fd001,0.3,unit_0048,85,121,1,1,24,72,168,336,0,0,0.00066,0.001841,0.001,0,0,cmapss_fd001_0p3_frame.npz
sample_0049,cmapss_fd001,0.3,unit_0049,205,64,1,1,24,72,168,336,0,0,-0.0002,0.002294,-0.001,0,0,cmapss_fd001_0p3_frame.npz
