sample_id,dataset,censoring_rate,unit_id,anchor_time,duration,event,event_type,horizon_1,horizon_2,horizon_3,horizon_4,static_feature_1,static_feature_2,seq_feature_mean_1,seq_feature_std_1,seq_feature_last_1,missing_rate,padding_rate,source_frame
sample_0001,cmapss_fd001,0,unit_0001,25,205,1,1,24,72,168,336,0,0,0.000575,0.002071,-0.0006,0,0,cmapss_fd001_0_frame.npz
sample_0002,cmapss_fd001,0,unit_0002,65,143,1,1,24,72,168,336,0,0,0.000395,0.001977,-0.0024,0,0,cmapss_fd001_0_frame.npz
sample_0003,cmapss_fd001,0,unit_0003,205,8,1,1,24,72,168,336,0,0,0.00048,0.002175,0.0029,0,0,cmapss_fd001_0_frame.npz
sample_0004,cmapss_fd001,0,unit_0004,25,188,1,1,24,72,168,336,0,0,-0.000525,0.00187,-0.0022,0,0,cmapss_fd001_0_frame.npz
sample_0005,cmapss_fd001,0,unit_0005,135,96,1,1,24,72,168,336,0,0,0.00061,0.002284,-0.0027,0,0,cmapss_fd001_0_frame.npz
sample_0006,cmapss_fd001,0,unit_0006,85,136,1,1,24,72,168,336,0,0,0.00088,0.002076,-0.0006,0,0,cmapss_fd001_0_frame.npz
sample_0007,cmapss_fd001,0,unit_0007,120,21,1,1,24,72,168,336,0,0,0.00099,0.001926,-0.0036,0,0,cmapss_fd001_0_frame.npz
sample_0008,cmapss_fd001,0,unit_0008,255,12,1,1,24,72,168,336,0,0,-0.000145,0.002122,0.0027,0,0,cmapss_fd001_0_frame.npz
sample_0009,cmapss_fd001,0,unit_0009,90,173,1,1,24,72,168,336,0,0,-0.00094,0.002378,0.0025,0,0,cmapss_fd001_0_frame.npz
sample_0010,cmapss_fd001,0,unit_0010,115,59,1,1,24,72,168,336,0,0,-0.00016,0.002261,0.003,0,0,cmapss_fd001_0_frame.npz
sample_0011,cmapss_fd001,0,unit_0011,130,35,1,1,24,72,168,336,0,0,0.000345,0.002474,0.0008,0,0,cmapss_fd001_0_frame.npz
sample_0012,cmapss_fd001,0,unit_0012,55,269,1,1,24,72,168,336,0,0,-0.00058,0.001963,-0.0031,0,0,cmapss_fd001_0_frame.npz
sample_0013,cmapss_fd001,0,unit_0013,35,126,1,1,24,72,168,336,0,0,-0.00023,0.002523,-0.0039,0,0,cmapss_fd001_0_frame.npz
sample_0014,cmapss_fd001,0,unit_0014,130,127,1,1,24,72,168,336,0,0,-0.000005,0.002417,-0.0005,0,0,cmapss_fd001_0_frame.npz
